age,industry,job title,annual salary,bonus,country,years of experience,field years of experience,highest level of education,gender
2,"Marketing, Advertising & PR",Account Executive,53500.0,0.0,USA,3,3,3.0,Woman
2,Government and Public Administration,Youth Services Librarian,49600.0,0.0,USA,3,1,4.0,Woman
2,Nonprofits,Associate Director of Annual Giving,50000.0,0.0,USA,3,2,3.0,Woman
2,"Accounting, Banking & Finance",Cash Logistics Manager,57750.0,5750.0,USA,4,1,4.0,Woman
3,Social Work,Social Worker / Child Development Specialist,62000.0,0.0,USA,4,3,4.0,Woman
2,Nonprofits,Legislative Analyst,65000.0,0.0,USA,3,2,3.0,Woman
2,Health care,Medical Receptionist,43680.0,0.0,USA,2,1,3.0,Woman
2,Transport or Logistics,Technology Senior Business Analyst,103000.0,2000.0,USA,2,2,3.0,Woman
4,Education (Primary/Secondary),Principal Teacher,63240.0,0.0,GBR,5,5,3.0,Woman
2,Nonprofits,Senior Marketing Specialist,65000.0,2700.0,USA,3,2,3.0,Woman
2,Engineering or Manufacturing,Assistant Archivist,31000.0,1240.0,GBR,1,1,4.0,Woman
2,Government and Public Administration,Strategic Advisor,67890.0,0.0,CAN,3,3,3.0,Woman
3,Education (Primary/Secondary),High School counselor ,75000.0,0.0,USA,5,4,4.0,Woman
3,Nonprofits,Service Manager ,42780.0,0.0,GBR,4,4,3.0,Woman
1,"Marketing, Advertising & PR",Developer,72500.0,3000.0,USA,2,0,3.0,Woman
3,Agriculture or Forestry,"Group Leader, Crop Protection Environmental and Human Safety",86000.0,1500.0,USA,4,2,3.0,Woman
2,Property or Construction,Energy Specialist,75000.0,5000.0,USA,4,4,3.0,Woman
2,Media & Digital,Editor (Books),38000.0,0.0,USA,3,3,3.0,Woman
2,Social Work,Medical Social Worker,63000.0,0.0,USA,3,2,4.0,Woman
3,Public Library,Children's Librarian,39000.0,0.0,USA,4,4,4.0,Woman
3,Education (Higher Education),Payroll Manager,105000.0,0.0,USA,4,4,3.0,Woman
4,Property or Construction,Shop Coordinator,53000.0,6000.0,USA,5,3,1.0,Woman
3,Computing or Tech,Senior user experience researcher,179000.0,130000.0,USA,4,3,6.0,Woman
3,"Marketing, Advertising & PR",Freelance content writer/copy editor,77000.0,0.0,USA,5,2,3.0,Woman
3,Media & Digital,Production Editor ,55000.0,0.0,USA,4,4,3.0,Woman
2,Computing or Tech,Salesforce Administrator ,64200.0,3000.0,USA,2,1,4.0,Prefer not to answer
5,Health care,Account Manager,43500.0,0.0,USA,5,4,3.0,Woman
2,Engineering or Manufacturing,Engineer,92000.0,2000.0,USA,2,2,3.0,Woman
5,Government and Public Administration,Assistant General Counsel,170000.0,3000.0,USA,5,5,4.0,Woman
2,Health care,Pharmacist,125000.0,500.0,USA,2,2,6.0,Woman
2,Computing or Tech,Technical Associate,43800.0,4380.0,CAN,0,0,3.0,Woman
3,Sales,Administrative Assistant,35770.0,0.0,CAN,5,4,2.0,Woman
2,Media & Digital,Production Editor,51000.0,0.0,USA,2,2,3.0,Woman
2,"Accounting, Banking & Finance",Staff Accountant,61800.0,1000.0,USA,3,2,3.0,Man
2,"Accounting, Banking & Finance","SVP, risk management",155000.0,31000.0,USA,3,3,3.0,Woman
3,Art & Design,Product Coordinator,40000.0,200.0,USA,4,4,3.0,Woman
2,Education (Higher Education),Statistical Analyst,71750.0,0.0,USA,3,3,4.0,Woman
3,Engineering or Manufacturing,Sales Account Manager,70000.0,0.0,USA,3,1,4.0,Man
3,Business or Consulting,Managing Consultant,87000.0,0.0,USA,5,3,4.0,Woman
3,Computing or Tech,Program Manager,157000.0,0.0,USA,5,5,3.0,Woman
3,"""Government Relations"" (Lobbying) ",Assistant ,65000.0,0.0,USA,2,2,3.0,Woman
2,Nonprofits,Senior research assistant,42120.0,0.0,USA,1,1,3.0,Woman
2,Business or Consulting,Research Associate,65000.0,5000.0,USA,2,1,4.0,Woman
3,Engineering or Manufacturing,HR Manager,83500.0,500.0,USA,4,4,4.0,Woman
3,Computing or Tech,Director of Operations,105400.0,0.0,GBR,4,2,3.0,Woman
2,Nonprofits,Prospect Researcher,44500.0,0.0,USA,1,1,4.0,Woman
2,Food manufacturing,Packaging Dept Supervisor,58240.0,0.0,USA,2,1,4.0,Woman
2,Nonprofits,Director of Engagement and Annual Giving,107500.0,0.0,USA,4,4,3.0,Woman
4,Government and Public Administration,Assistant Deputy Director,155000.0,0.0,USA,4,4,4.0,Woman
2,Property or Construction,HR Manager,82400.0,0.0,USA,3,2,3.0,Woman
2,Utilities & Telecommunications,QA Analyst IT,65000.0,3000.0,USA,2,2,3.0,Woman
2,"Marketing, Advertising & PR",Media Planner - Paid Social,82500.0,0.0,USA,2,2,3.0,Woman
2,Education (Higher Education),Assistant Fabrication Manager,34000.0,0.0,USA,3,2,3.0,Prefer not to answer
2,Computing or Tech,Customer Support Representative,45000.0,0.0,USA,1,1,3.0,Woman
3,"Marketing, Advertising & PR",Brand Manager,140000.0,20000.0,USA,4,5,2.0,Woman
2,Government and Public Administration,Records Management Analyst,40150.0,0.0,CAN,3,0,3.0,Woman
2,Computing or Tech,Customer Success Manager,115000.0,28000.0,USA,4,2,3.0,Woman
2,Computing or Tech,Software Engineer,80000.0,3000.0,USA,0,0,2.0,Prefer not to answer
2,Education (Higher Education),Instructional design librarian,58800.0,0.0,USA,2,1,4.0,Woman
3,Government and Public Administration,Instructional Systems Specialist,101360.0,0.0,USA,3,2,4.0,Woman
3,Government and Public Administration,IT Specialist I,103000.0,0.0,USA,5,4,3.0,Man
3,Computing or Tech,"Director, Corporate Communications ",170000.0,34000.0,USA,5,4,3.0,Woman
4,Education (Higher Education),Data librarian,81760.0,0.0,CAN,4,4,4.0,Woman
2,Nonprofits,Managing Editor,80000.0,0.0,USA,1,4,4.0,Woman
2,Government and Public Administration,Historian,66805.0,2000.0,USA,3,3,6.0,Woman
3,Recruitment or HR,Senior Talent Acquisition Consultant,90000.0,18000.0,USA,4,2,4.0,Woman
3,Business or Consulting,Assistant director ,117000.0,11700.0,USA,4,3,4.0,Woman
2,Social Work,Staff Therapist,45000.0,0.0,USA,2,0,4.0,Woman
3,Education (Higher Education),Systems Librarian,54000.0,0.0,USA,0,0,4.0,Woman
2,Nonprofits,Adult Services Librarian,33280.0,3000.0,USA,2,2,4.0,Woman
2,Art & Design,Assistant Technology Coordinator,36000.0,0.0,USA,2,2,4.0,Woman
2,Research and development,Chemist,58000.0,1500.0,USA,4,4,3.0,Woman
3,Health care,Doctor (Psychiatry registrar),87620.0,19500.0,AUS,3,1,6.0,Woman
2,Pharmaceuticals,Quality project lead ,47864.0,1860.0,GBR,3,3,3.0,Woman
3,Engineering or Manufacturing,Project Manager Specialist,165000.0,0.0,USA,4,4,4.0,Woman
4,"Accounting, Banking & Finance",Sr. Database Analyst,102000.0,0.0,USA,5,5,4.0,Woman
5,Consumer packaged goods,Systems Analyst,65700.0,7300.0,CAN,5,5,3.0,Man
5,Engineering or Manufacturing,Senior manufacturing engineer,136000.0,25000.0,USA,5,3,2.0,Man
3,Nonprofits,Director,110000.0,0.0,USA,4,4,4.0,Woman
3,Nonprofits,Senior Development Manager,72100.0,0.0,USA,3,3,4.0,Woman
3,Property or Construction,Accounting Manager,75000.0,0.0,USA,5,5,3.0,Woman
2,Education (Higher Education),Finance assistant,37024.0,0.0,USA,2,1,6.0,Prefer not to answer
2,Recruitment or HR,Associate of Talent Management and Culture,55000.0,0.0,USA,2,1,3.0,Woman
3,Entertainment,Film Post-Production Manager,73000.0,0.0,CAN,5,5,3.0,Man
3,Business or Consulting,Email Marketing Director,78000.0,0.0,USA,4,4,4.0,Woman
2,Entertainment,Publicity Coordinator,50000.0,0.0,USA,2,2,3.0,Woman
4,Health care,HR Business Partner,145000.0,15000.0,USA,5,5,3.0,Woman
5,Engineering or Manufacturing,Controller,100000.0,4000.0,USA,5,5,3.0,Woman
2,Business or Consulting,Senior Research Analyst,64800.0,3000.0,USA,2,1,4.0,Woman
3,Education (Higher Education),Senior Research Analyst,70600.0,0.0,USA,2,2,6.0,Woman
2,Agriculture or Forestry,Market development rep ,59860.0,7300.0,CAN,3,2,4.0,Woman
4,Engineering or Manufacturing,Executive Assistant,65000.0,7000.0,USA,4,4,3.0,Woman
2,Hospitality & Events,Senior Manager,75000.0,25000.0,USA,2,2,3.0,Prefer not to answer
3,Retail,Internal communications specialist,75000.0,10000.0,USA,4,4,3.0,Woman
3,Media & Digital,Reporter,40000.0,0.0,USA,4,4,3.0,Woman
2,Media & Digital,CRM Analyst,54919.6,0.0,GBR,2,2,4.0,Woman
3,Retail,Operations Manager ,47840.0,800.0,USA,4,0,3.0,Woman
3,Nonprofits,Director of Donor Relations,92000.0,3000.0,USA,4,3,4.0,Woman
5,Government and Public Administration,State Librarian & Associate Vice Chancellor for Libraries,165000.0,0.0,USA,6,6,4.0,Woman
5,Law,Word Processor,39917.0,400.0,USA,6,5,4.0,Woman
3,Education (Primary/Secondary),9-12 grade teacher,53000.0,900.0,USA,4,4,3.0,Woman
2,Nonprofits,Advocacy and Grassroot Specialist,59400.0,0.0,USA,1,1,4.0,Woman
1,Engineering or Manufacturing,Quality Engineer,54075.0,0.0,USA,0,0,3.0,Man
2,Government and Public Administration,Budget Analyst,53895.0,0.0,USA,1,1,4.0,Woman
3,Health care,Sales Operations,76000.0,5000.0,USA,4,4,2.0,Woman
2,Engineering or Manufacturing,Engineer in Training (Civil),67080.0,0.0,USA,1,1,4.0,Woman
3,Computing or Tech,Software Developer,67160.0,10950.0,CAN,4,4,3.0,Man
4,B2B Services ,Business Systems Manager ,115000.0,6000.0,USA,5,4,2.0,Woman
2,Education (Higher Education),"Assistant Director, Data Integrity",72000.0,0.0,USA,3,3,4.0,Woman
2,Computing or Tech,Content Development Manager ,71400.0,13218.0,USA,3,1,3.0,Woman
2,Sales,Inside Sales - Projects,64000.0,1500.0,USA,2,2,4.0,Woman
3,"Accounting, Banking & Finance",Senior Tax/Fixed Asset Specialist,53000.0,3000.0,USA,5,5,3.0,Woman
5,Nonprofits,Senior Editor,72000.0,2500.0,USA,5,4,3.0,Woman
4,Oil and Gas,Senior Software Engineer ,120000.0,20000.0,USA,5,5,2.0,Man
3,Government and Public Administration,Deputy Director,103500.0,6500.0,USA,4,2,4.0,Woman
3,Government and Public Administration,Director of Accounting,139000.0,18000.0,USA,4,4,3.0,Woman
2,Nonprofits,Program Coordinator,38110.0,720.0,USA,2,2,4.0,Prefer not to answer
3,Entertainment,"Manager, Production",90000.0,0.0,USA,4,3,4.0,Man
2,Law,paralegal,53000.0,0.0,USA,3,3,3.0,Woman
2,"Accounting, Banking & Finance",Assistant Media Relations Manager,39720.92,0.0,GBR,4,4,3.0,Woman
3,Health care,"Manager, Reporting and Analytics",117000.0,20000.0,USA,4,2,4.0,Woman
3,Media & Digital,Account Manager ,100000.0,25000.0,USA,4,4,4.0,Woman
3,Engineering or Manufacturing,Project Assistant,52000.0,2000.0,USA,4,2,3.0,Woman
2,Recruitment or HR,HR Coordinator,40000.0,0.0,USA,2,2,4.0,Woman
2,Business or Consulting,Executive Assistant,37960.0,73.0,CAN,4,3,2.0,Woman
1,Government and Public Administration,Office Operations Associate,32000.0,0.0,USA,1,1,3.0,Woman
2,Heritage/Public History,Archives Assistant,27375.0,0.0,CAN,2,1,4.0,Woman
2,Nonprofits,HR Project Associate,60500.0,2500.0,USA,2,2,3.0,Woman
3,Nonprofits,Museum Director Curator,43800.0,0.0,CAN,4,1,3.0,Woman
2,Law,Legal Assistant,29200.0,1460.0,CAN,2,1,3.0,Woman
2,Engineering or Manufacturing,Civil Engineer,87000.0,7000.0,USA,2,2,3.0,Woman
2,Computing or Tech,Data Engineer,95000.0,3000.0,USA,3,1,3.0,Man
2,Engineering or Manufacturing,Flight Test Engineer,89000.0,4000.0,USA,1,1,3.0,Man
3,Social Work,Program Director,70000.0,0.0,USA,4,2,4.0,Woman
2,Education (Higher Education),Arts Producer,72000.0,0.0,USA,3,3,3.0,Woman
3,"Accounting, Banking & Finance",Tax Manager,78400.0,4000.0,USA,4,4,3.0,Woman
2,"Accounting, Banking & Finance",Member Financial Transaction Services ,50000.0,1000.0,USA,2,2,2.0,Man
3,Health care,Consultant,90000.0,5000.0,USA,4,2,3.0,Man
2,Education (Higher Education),Online Instructor,51100.0,0.0,CAN,2,2,4.0,Prefer not to answer
3,Education (Higher Education),Director of Student Life,73000.0,3000.0,USA,4,4,4.0,Woman
4,Education (Higher Education),Assistant Director,90000.0,2500.0,USA,5,5,4.0,Woman
2,Education (Higher Education),Postdoctoral Lecturer,70000.0,0.0,USA,0,0,6.0,Prefer not to answer
4,"Accounting, Banking & Finance",Instructional Designer,52377.5,0.0,CAN,3,2,4.0,Woman
3,Engineering or Manufacturing,Materials Engineer,118000.0,1000.0,USA,4,4,3.0,Man
2,Law,Attorney,80000.0,12000.0,USA,3,3,6.0,Woman
3,Computing or Tech,Director of Operations,153000.0,30000.0,USA,4,4,3.0,Woman
5,Government and Public Administration,Pretreatment Manager,107000.0,0.0,USA,7,6,1.0,Man
3,Media & Digital,Editorial Director,119000.0,17850.0,USA,4,4,4.0,Woman
2,Law,Case Manager ,40000.0,0.0,USA,2,1,3.0,Woman
4,Insurance,Quality Specialist,66900.0,3000.0,USA,5,4,3.0,Woman
2,Media & Digital,Corporate Social Responsibility Coordinator,60000.0,6000.0,USA,2,1,3.0,Woman
3,Engineering or Manufacturing,Project Manager,65000.0,1000.0,USA,3,1,4.0,Man
3,Nonprofits,Meeting and Event Manager,52000.0,2000.0,USA,4,3,3.0,Woman
2,Computing or Tech,Product Manager,85000.0,0.0,USA,2,0,2.0,Woman
3,Business or Consulting,Chief Financial Officer,140000.0,15000.0,USA,4,3,4.0,Woman
2,"Accounting, Banking & Finance",Staff Accountant,53000.0,0.0,USA,4,4,4.0,Woman
2,Government and Public Administration,Program Specialist III,42000.0,0.0,USA,1,1,3.0,Woman
2,Computing or Tech,Embedded Software Engineer,80000.0,0.0,USA,1,1,3.0,Man
2,Education (Higher Education),Senior Student Services Specialist,44777.0,0.0,USA,2,2,4.0,Prefer not to answer
4,Nonprofits,Vice President of Finance,95000.0,8550.0,USA,5,5,3.0,Woman
4,Education (Primary/Secondary),Teaching Assistant,40000.0,0.0,USA,4,4,2.0,Woman
3,"Marketing, Advertising & PR",Senior Media Specialist/Strategist,150000.0,0.0,USA,4,4,3.0,Woman
2,Education (Primary/Secondary),Teacher ,37000.0,0.0,USA,1,1,3.0,Woman
3,Business or Consulting,Sr. Corporate Recruiter,110400.0,0.0,USA,4,3,3.0,Woman
4,Manufacturing,Compensation Analyst,70000.0,0.0,USA,5,1,3.0,Woman
3,Education (Higher Education),Assistant Director of Development ,69000.0,0.0,USA,4,4,4.0,Woman
2,Health care,Hearing Instrument Specialist,36500.0,7300.0,CAN,4,2,3.0,Woman
3,Education (Higher Education),Security Engineer,94257.0,0.0,USA,4,4,3.0,Woman
3,"Accounting, Banking & Finance",Director of Marketing,40000.0,1000.0,USA,4,2,3.0,Woman
2,Engineering or Manufacturing,Strategic Sourcing Buyer,89000.0,2000.0,USA,2,2,4.0,Woman
3,Education (Higher Education),Academic Advisor/Recruiter for master's program,72300.0,0.0,USA,4,2,6.0,Woman
3,Health care,Proposal Writer,82000.0,0.0,USA,4,3,3.0,Woman
2,Insurance,Private Client Advisor,65000.0,3000.0,USA,2,1,3.0,Woman
2,Public health ,Research fellow,55000.0,0.0,USA,1,1,4.0,Woman
3,Media & Digital,Assistant Editor,40000.0,0.0,USA,4,4,3.0,Prefer not to answer
2,Government and Public Administration,Project Manager,57040.0,0.0,GBR,4,2,4.0,Woman
2,Nonprofits,Operations Director,46000.0,0.0,USA,2,2,2.0,Prefer not to answer
2,Social Work,Volunteer Specialist,38600.0,0.0,USA,2,2,3.0,Woman
2,Nonprofits,Interactive Communications Strategist,57500.0,0.0,USA,3,3,3.0,Woman
3,Renewable energy,Operations Manager,127500.0,7500.0,USA,4,4,4.0,Woman
3,Recruitment or HR,HR Director,93600.0,0.0,USA,4,3,4.0,Woman
2,Health care,Healthcare Data Analyst,66913.0,0.0,USA,4,1,4.0,Woman
4,Engineering or Manufacturing,Production Planner,78280.0,0.0,USA,6,4,3.0,Woman
2,Media & Digital,Senior Analyst,86000.0,0.0,USA,3,2,3.0,Man
2,Engineering or Manufacturing,Controller,81760.0,10950.0,CAN,3,3,3.0,Woman
2,Nonprofits,Prospect Research Coordinator,65000.0,0.0,USA,3,3,4.0,Prefer not to answer
2,Social Work,"Mental Health Clinician, MHC-P",37000.0,1800.0,USA,4,1,4.0,Woman
4,Law,Accounting Manager,81000.0,5000.0,USA,4,4,3.0,Woman
2,Business or Consulting,Managing Consultant,71920.0,14384.0,GBR,2,1,3.0,Woman
2,Art & Design,Medical Illustrator & Animator,70000.0,5000.0,USA,2,2,4.0,Woman
2,Hospitality & Events,Regional Director of Revenue Management,68245.0,0.0,USA,4,1,3.0,Woman
3,"Marketing, Advertising & PR",digital content strategist,74000.0,1000.0,USA,5,5,4.0,Man
3,Insurance,Senior Instructional Designer,75000.0,2000.0,USA,4,3,4.0,Woman
5,"Accounting, Banking & Finance",Bookkeeper,53040.0,0.0,USA,5,5,2.0,Woman
2,Nonprofits,Policy Advisor,48180.0,0.0,CAN,3,3,6.0,Woman
2,Engineering or Manufacturing,Pipeline integrity engineer,69350.0,7300.0,CAN,2,2,3.0,Woman
2,"Accounting, Banking & Finance",Senior tax associate ,46500.0,0.0,GBR,2,1,1.0,Woman
2,Nonprofits,Project Manager,65818.0,1000.0,USA,2,2,3.0,Woman
3,Utilities & Telecommunications,Associate Director,133540.0,20000.0,USA,4,2,4.0,Woman
3,"Accounting, Banking & Finance",Accounting Clerk,39500.0,5000.0,USA,3,3,3.0,Woman
4,Education (Higher Education),Assistant Dean,80000.0,0.0,USA,5,4,4.0,Woman
2,Transport or Logistics,Shipping coordinator ,70000.0,0.0,USA,3,3,4.0,Woman
5,publishing,graphic designer,83500.0,0.0,USA,7,5,2.0,Woman
2,"Accounting, Banking & Finance",Financial Planner,60000.0,35000.0,USA,3,3,3.0,Man
2,Nonprofits,Foundation Assistant,33280.0,0.0,USA,2,2,4.0,Prefer not to answer
2,Government and Public Administration,Mid level consultant,63000.0,0.0,GBR,3,2,4.0,Woman
3,Aerospace,Customer Data Management,66000.0,0.0,USA,4,1,3.0,Woman
1,Education (Higher Education),Clubs coordinator ,27375.0,292.0,CAN,0,0,3.0,Man
3,Government and Public Administration,Business Systems Analyst,89024.0,2500.0,USA,4,2,3.0,Woman
4,Government and Public Administration,Supervisor,78000.0,1400.0,USA,5,4,4.0,Woman
4,Government and Public Administration,Library assistant 1,42000.0,0.0,USA,5,3,4.0,Woman
4,Utilities & Telecommunications,System Support Analyst,54000.0,0.0,USA,6,5,3.0,Woman
2,Education (Higher Education),Librarian,44000.0,0.0,USA,3,1,4.0,Woman
1,"Accounting, Banking & Finance",Accounting Specialist / H.R. Assistant,50000.0,10000.0,USA,1,1,3.0,Man
2,Recruitment or HR,Human Resources Generalist,83200.0,0.0,USA,3,2,3.0,Woman
4,Government and Public Administration,Utilities Engineer,66000.0,0.0,USA,5,5,3.0,Woman
5,"Marketing, Advertising & PR",BILLING & ACCOUNTS RECEIVABLE SPECIALIST,43435.0,4343.5,CAN,7,4,2.0,Woman
2,Law,Paralegal,72000.0,25000.0,USA,4,4,3.0,Woman
2,Computing or Tech,Customer Success Team Manager ,75000.0,5000.0,USA,4,2,3.0,Woman
2,Business or Consulting,Senior Consultant,85000.0,500.0,USA,4,4,4.0,Woman
3,Government and Public Administration,Administrative Services,46355.0,0.0,CAN,5,1,3.0,Woman
3,Government and Public Administration,Configuration Management Specialist,113000.0,5000.0,USA,4,3,3.0,Woman
2,Computing or Tech,Graduate Software Engineer,32860.0,4960.0,GBR,2,0,4.0,Woman
2,Libraries,Supervisor of Children's Services ,60800.0,0.0,USA,3,2,4.0,Woman
3,Business or Consulting,Payroll Tax Manager,62000.0,0.0,USA,4,2,4.0,Woman
2,"Accounting, Banking & Finance",Records Management,33800.0,0.0,USA,2,2,3.0,Prefer not to answer
3,"Marketing, Advertising & PR",Search Engine Optimization Manager,63000.0,0.0,USA,4,2,4.0,Woman
2,Government and Public Administration,Scientific Program Analyst Assistant,49524.0,0.0,USA,1,1,3.0,Woman
3,Nonprofits,Events,67000.0,0.0,USA,4,2,3.0,Woman
4,Health care,Senior Director,176500.0,0.0,USA,5,4,6.0,Woman
3,Education (Higher Education),Data Specialist,55000.0,0.0,USA,4,3,3.0,Woman
3,Government and Public Administration,Engineering Supervisor ,113000.0,2000.0,USA,4,4,4.0,Woman
2,Hospitality & Events,Senior Manager of Strategy,105000.0,30750.0,USA,3,2,4.0,Woman
2,Government and Public Administration,research analyst,84000.0,0.0,USA,2,2,4.0,Woman
3,Nonprofits,Events Manager,60000.0,0.0,USA,4,3,4.0,Woman
4,Nonprofits,Director of Communications,81200.0,4000.0,USA,5,5,3.0,Woman
2,Sales,Account Development Representative,52520.0,12000.0,USA,2,2,3.0,Woman
3,Transport or Logistics,Associate Director of Supply Chain,115000.0,15000.0,USA,4,4,4.0,Woman
3,Computing or Tech,Director of Data Science,160000.0,0.0,USA,3,2,6.0,Woman
2,Law,Senior Associate Attorney ,120000.0,0.0,USA,3,3,4.0,Woman
4,Education (Higher Education),Professor,81000.0,0.0,USA,5,4,6.0,Woman
2,Nonprofits,Program Manager,60000.0,0.0,USA,2,1,3.0,Woman
2,Manufacturing ,Project Manager,66250.0,6000.0,USA,3,2,4.0,Man
2,Business or Consulting,Senior Pharmacy Financial Consultant,124000.0,0.0,USA,3,2,4.0,Woman
3,Government and Public Administration,Director of Housing Initiatives,115000.0,0.0,USA,5,4,4.0,Woman
2,"Marketing, Advertising & PR",Senior Marketing Manager,70810.0,10220.0,CAN,3,3,3.0,Woman
3,Education (Primary/Secondary),"Teacher, writing center director",54000.0,3000.0,USA,4,4,3.0,Woman
